time,open,high,low,close,tick_volume,spread,real_volume
2014-01-01 00:00:00,0.83008,0.83047,0.82962,0.83027,866,50,0
2014-01-01 22:00:00,0.82977,0.83051,0.82972,0.83003,2519,8,0
2014-01-01 23:00:00,0.83004,0.83045,0.82973,0.83023,3190,8,0
2014-01-02 00:00:00,0.8302,0.83062,0.82975,0.8299,2631,8,0
2014-01-02 01:00:00,0.82987,0.82998,0.82932,0.82977,1968,8,0
2014-01-02 02:00:00,0.82977,0.83028,0.82957,0.83014,1476,8,0
2014-01-02 03:00:00,0.83014,0.83056,0.8297,0.82987,1880,8,0
2014-01-02 04:00:00,0.82984,0.82985,0.8286,0.82867,1978,8,0
2014-01-02 05:00:00,0.82865,0.82881,0.82843,0.82865,1788,8,0
2014-01-02 06:00:00,0.82865,0.82901,0.82836,0.82867,2328,8,0
2014-01-02 07:00:00,0.82868,0.82949,0.82818,0.82842,2224,2,0
2014-01-02 08:00:00,0.82842,0.82871,0.82789,0.82818,2748,1,0
2014-01-02 09:00:00,0.82823,0.83,0.82804,0.82978,3111,1,0
2014-01-02 10:00:00,0.82979,0.82981,0.8289,0.82902,2257,1,0
2014-01-02 11:00:00,0.82906,0.82915,0.82698,0.82828,2761,2,0
2014-01-02 12:00:00,0.82833,0.82963,0.82756,0.82832,3661,1,0
2014-01-02 13:00:00,0.8283,0.82849,0.82761,0.82816,3404,1,0
2014-01-02 14:00:00,0.82817,0.83081,0.82779,0.83067,3479,1,0
2014-01-02 15:00:00,0.83069,0.83094,0.82946,0.83091,3676,1,0
2014-01-02 16:00:00,0.83092,0.83192,0.83057,0.83149,2598,4,0
2014-01-02 17:00:00,0.8315,0.83186,0.83117,0.83158,1830,4,0
2014-01-02 18:00:00,0.83157,0.83174,0.83133,0.8316,1273,6,0
2014-01-02 19:00:00,0.8316,0.83167,0.83104,0.83123,1650,6,0
2014-01-02 20:00:00,0.83122,0.8314,0.83099,0.83099,1470,7,0
2014-01-02 21:00:00,0.83097,0.83129,0.83075,0.83076,1362,5,0
2014-01-02 22:00:00,0.83077,0.83099,0.83061,0.83096,820,7,0
2014-01-02 23:00:00,0.83096,0.83098,0.83048,0.83072,773,4,0
2014-01-03 00:00:00,0.83073,0.83088,0.83035,0.83041,1001,4,0
2014-01-03 01:00:00,0.83042,0.83051,0.83001,0.83038,1019,6,0
2014-01-03 02:00:00,0.83038,0.83147,0.83036,0.8312,1585,5,0
2014-01-03 03:00:00,0.83117,0.8313,0.83054,0.831,980,6,0
2014-01-03 04:00:00,0.83101,0.83106,0.83061,0.83081,960,5,0
2014-01-03 05:00:00,0.83081,0.83084,0.83011,0.8303,1268,2,0
2014-01-03 06:00:00,0.83028,0.83088,0.83024,0.8306,923,4,0
2014-01-03 07:00:00,0.83062,0.83079,0.82947,0.82982,1731,4,0
2014-01-03 08:00:00,0.82982,0.83001,0.82858,0.8294,2551,3,0
2014-01-03 09:00:00,0.8294,0.82968,0.82869,0.8292,2271,1,0
2014-01-03 10:00:00,0.82921,0.82951,0.82852,0.82868,2040,2,0
2014-01-03 11:00:00,0.8287,0.82892,0.82836,0.82851,1988,1,0
2014-01-03 12:00:00,0.82851,0.83164,0.82851,0.83047,2842,2,0
2014-01-03 13:00:00,0.83046,0.83109,0.83028,0.83072,2595,3,0
2014-01-03 14:00:00,0.83073,0.83087,0.82898,0.82909,2990,3,0
2014-01-03 15:00:00,0.8291,0.82938,0.82785,0.8279,2325,1,0
2014-01-03 16:00:00,0.82786,0.82896,0.8278,0.82829,2206,4,0
2014-01-03 17:00:00,0.82829,0.82843,0.828,0.82812,2072,6,0
2014-01-03 18:00:00,0.82816,0.82821,0.8276,0.82806,1054,5,0
2014-01-03 19:00:00,0.82804,0.82824,0.82778,0.82802,1380,6,0
2014-01-03 20:00:00,0.82802,0.82816,0.82781,0.82796,1555,5,0
2014-01-03 21:00:00,0.82793,0.82804,0.8273,0.8274,1063,7,0
2014-01-05 00:00:00,0.82852,0.82879,0.82782,0.82828,1818,50,0
2014-01-05 23:00:00,0.82846,0.82852,0.82795,0.82838,897,6,0
2014-01-06 00:00:00,0.82838,0.82862,0.82795,0.82857,1378,5,0
2014-01-06 01:00:00,0.82855,0.83045,0.82831,0.83015,1987,1,0
2014-01-06 02:00:00,0.83016,0.83041,0.82979,0.83037,1316,4,0
2014-01-06 03:00:00,0.83036,0.83055,0.82996,0.82998,1038,3,0
2014-01-06 04:00:00,0.82996,0.8306,0.82996,0.83028,750,6,0
2014-01-06 05:00:00,0.83028,0.83038,0.82972,0.82999,803,5,0
2014-01-06 06:00:00,0.82995,0.83002,0.82941,0.82974,1080,6,0
2014-01-06 07:00:00,0.82973,0.83066,0.82927,0.83053,1991,1,0
2014-01-06 08:00:00,0.83053,0.83159,0.83042,0.83108,2762,1,0
2014-01-06 09:00:00,0.83106,0.83313,0.8307,0.83207,3243,1,0
2014-01-06 10:00:00,0.83208,0.83215,0.83117,0.83143,2284,3,0
2014-01-06 11:00:00,0.83144,0.83169,0.83033,0.83069,1927,2,0
2014-01-06 12:00:00,0.83068,0.83077,0.83016,0.83036,1834,2,0
2014-01-06 13:00:00,0.83038,0.83068,0.82957,0.82963,2177,3,0
2014-01-06 14:00:00,0.8296,0.83014,0.82911,0.82948,2759,2,0
2014-01-06 15:00:00,0.82951,0.83133,0.82885,0.83125,3156,1,0
2014-01-06 16:00:00,0.83124,0.83151,0.83076,0.83082,2180,4,0
2014-01-06 17:00:00,0.83083,0.83168,0.83072,0.83102,2045,6,0
2014-01-06 18:00:00,0.83098,0.83151,0.83086,0.83102,1512,6,0
2014-01-06 19:00:00,0.83103,0.83111,0.83078,0.8311,1292,7,0
2014-01-06 20:00:00,0.83111,0.83129,0.83091,0.83129,1019,7,0
2014-01-06 21:00:00,0.83129,0.83132,0.83052,0.83053,948,3,0
2014-01-06 22:00:00,0.83055,0.83105,0.83015,0.83047,1227,7,0
2014-01-06 23:00:00,0.83047,0.83096,0.83011,0.83035,805,2,0
2014-01-07 00:00:00,0.83036,0.83061,0.83014,0.83018,929,5,0
2014-01-07 01:00:00,0.83019,0.83091,0.83015,0.83079,1103,5,0
2014-01-07 02:00:00,0.83078,0.83096,0.83044,0.83051,753,7,0
2014-01-07 03:00:00,0.83052,0.83115,0.83052,0.83081,818,3,0
2014-01-07 04:00:00,0.83081,0.83134,0.83079,0.83129,635,7,0
2014-01-07 05:00:00,0.8313,0.83133,0.83067,0.83072,776,6,0
2014-01-07 06:00:00,0.83071,0.83115,0.83043,0.83059,1159,4,0
2014-01-07 07:00:00,0.83059,0.83116,0.83048,0.83101,1437,4,0
2014-01-07 08:00:00,0.83099,0.83177,0.83038,0.83173,2074,3,0
2014-01-07 09:00:00,0.83173,0.83202,0.8303,0.83061,2826,2,0
2014-01-07 10:00:00,0.83062,0.83173,0.83001,0.83072,2732,2,0
